"id_employe","nom","prenom","poste","departement_id","nom_departement","date_embauche","date_depart","statut_au_2026_08_01","salaire","anciennete_annees","cohorte_embauche","score_moyen_total","score_moyen_3_derniers_trimestres","categorie_performance","derniere_evaluation"
"799","Nom_799","Prenom_799","Developpeur","3","Informatique","2019-04-01","","Активен","940","7,33","2019","76,58","73,33","Средняя","2024-10-01"
"586","Nom_586","Prenom_586","RH","4","Data & Analytics","2019-04-04","","Активен","2917","7,33","2019","72,25","68,33","Средняя","2024-10-01"
"177","Nom_177","Prenom_177","Manager","6","Ventes","2019-04-06","","Активен","1774","7,32","2019","72,67","68","Средняя","2024-10-01"
"1377","Nom_1377","Prenom_1377","RH","7","Service Client","2019-04-05","","Активен","1315","7,32","2019","81,5","92","Высокая","2024-10-01"
"688","Nom_688","Prenom_688","Manager","10","Direction Générale","2019-04-06","","Активен","986","7,32","2019","70,33","60","Средняя","2024-10-01"
"969","Nom_969","Prenom_969","Developpeur","8","Opérations","2019-04-05","","Активен","1584","7,32","2019","77,83","75","Средняя","2024-10-01"
"1004","Nom_1004","Prenom_1004","Manager","1","Ressources Humaines","2019-04-08","","Активен","1042","7,32","2019","73,92","58,33","Низкая","2024-10-01"
"1047","Nom_1047","Prenom_1047","Finance","5","Marketing","2019-04-05","","Активен","2452","7,32","2019","76,33","89,67","Высокая","2024-10-01"
"423","Nom_423","Prenom_423","Developpeur","7","Service Client","2019-04-09","","Активен","1498","7,31","2019","78,33","72,33","Средняя","2024-10-01"
"358","Nom_358","Prenom_358","RH","1","Ressources Humaines","2019-04-09","","Активен","3999","7,31","2019","74,5","77","Средняя","2024-10-01"
"147","Nom_147","Prenom_147","Manager","2","Finance","2019-04-09","","Активен","4316","7,31","2019","71,08","82,67","Высокая","2024-10-01"
"997","Nom_997","Prenom_997","RH","4","Data & Analytics","2019-04-13","","Активен","4903","7,3","2019","75,08","89","Высокая","2024-10-01"
"934","Nom_934","Prenom_934","Developpeur","10","Direction Générale","2019-04-15","","Активен","2551","7,3","2019","75,42","82,33","Высокая","2024-10-01"
"352","Nom_352","Prenom_352","Analyste","3","Informatique","2019-04-14","","Активен","2811","7,3","2019","82,58","82,33","Высокая","2024-10-01"
"1090","Nom_1090","Prenom_1090","Developpeur","8","Opérations","2019-04-17","","Активен","1472","7,29","2019","77,17","75,33","Средняя","2024-10-01"
"1155","Nom_1155","Prenom_1155","Finance","4","Data & Analytics","2019-04-21","","Активен","2571","7,28","2019","74,08","66","Средняя","2024-10-01"
"1042","Nom_1042","Prenom_1042","Developpeur","9","Juridique","2019-04-21","","Активен","4188","7,28","2019","68,25","61","Средняя","2024-10-01"
"1157","Nom_1157","Prenom_1157","Analyste","9","Juridique","2019-04-21","","Активен","2009","7,28","2019","76,5","78,33","Средняя","2024-10-01"
"252","Nom_252","Prenom_252","Developpeur","4","Data & Analytics","2019-04-23","","Активен","1837","7,27","2019","69,75","73,33","Средняя","2024-10-01"
"547","Nom_547","Prenom_547","RH","5","Marketing","2019-04-27","","Активен","2198","7,26","2019","75,33","69","Средняя","2024-10-01"
"1211","Nom_1211","Prenom_1211","Analyste","3","Informatique","2019-04-28","","Активен","2437","7,26","2019","76,5","67,33","Средняя","2024-10-01"
"539","Nom_539","Prenom_539","RH","10","Direction Générale","2019-04-30","","Активен","3456","7,26","2019","75,75","80,33","Высокая","2024-10-01"
"1452","Nom_1452","Prenom_1452","RH","7","Service Client","2019-04-27","","Активен","3020","7,26","2019","77,92","78,33","Средняя","2024-10-01"
"275","Nom_275","Prenom_275","Finance","1","Ressources Humaines","2019-05-03","","Активен","1935","7,25","2019","78,75","83,33","Высокая","2024-10-01"
"1415","Nom_1415","Prenom_1415","Developpeur","2","Finance","2019-05-07","","Активен","4886","7,24","2019","77,08","76,33","Средняя","2024-10-01"
"1038","Nom_1038","Prenom_1038","Manager","1","Ressources Humaines","2019-05-06","","Активен","4757","7,24","2019","75,42","79,67","Средняя","2024-10-01"
"1375","Nom_1375","Prenom_1375","Manager","1","Ressources Humaines","2019-05-10","","Активен","2579","7,23","2019","77,58","75,67","Средняя","2024-10-01"
"10","Nom_10","Prenom_10","Manager","6","Ventes","2019-05-11","","Активен","1520","7,23","2019","68,5","55,33","Низкая","2024-10-01"
"443","Nom_443","Prenom_443","Developpeur","10","Direction Générale","2019-05-08","","Активен","2796","7,23","2019","64,92","60","Средняя","2024-10-01"
"830","Nom_830","Prenom_830","Developpeur","6","Ventes","2019-05-14","","Активен","4739","7,22","2019","69,92","66,67","Средняя","2024-10-01"
"1299","Nom_1299","Prenom_1299","RH","10","Direction Générale","2019-05-12","","Активен","4980","7,22","2019","82,58","86,33","Высокая","2024-10-01"
"1025","Nom_1025","Prenom_1025","Finance","2","Finance","2019-05-18","","Активен","4862","7,21","2019","79,92","89","Высокая","2024-10-01"
"1236","Nom_1236","Prenom_1236","Developpeur","1","Ressources Humaines","2019-05-20","","Активен","2669","7,2","2019","78,33","80,33","Высокая","2024-10-01"
"1398","Nom_1398","Prenom_1398","Analyste","6","Ventes","2019-05-21","","Активен","4139","7,2","2019","73,75","71,33","Средняя","2024-10-01"
"1243","Nom_1243","Prenom_1243","Analyste","5","Marketing","2019-05-19","","Активен","3579","7,2","2019","74,25","70,33","Средняя","2024-10-01"
"1318","Nom_1318","Prenom_1318","RH","1","Ressources Humaines","2019-05-25","","Активен","1481","7,19","2019","70,83","61,67","Средняя","2024-10-01"
"1315","Nom_1315","Prenom_1315","Finance","6","Ventes","2019-05-23","","Активен","2682","7,19","2019","65,83","67","Средняя","2024-10-01"
"1145","Nom_1145","Prenom_1145","Analyste","4","Data & Analytics","2019-05-25","","Активен","1546","7,19","2019","74,5","74,67","Средняя","2024-10-01"
"727","Nom_727","Prenom_727","Finance","9","Juridique","2019-05-24","","Активен","2564","7,19","2019","76,33","69,33","Средняя","2024-10-01"
"286","Nom_286","Prenom_286","RH","4","Data & Analytics","2019-05-24","","Активен","2657","7,19","2019","73,33","62,67","Средняя","2024-10-01"
"1493","Nom_1493","Prenom_1493","Manager","1","Ressources Humaines","2019-05-28","","Активен","4303","7,18","2019","67,67","68","Средняя","2024-10-01"
"301","Nom_301","Prenom_301","Manager","6","Ventes","2019-05-27","","Активен","1743","7,18","2019","72,08","78","Средняя","2024-10-01"
"920","Nom_920","Prenom_920","Analyste","9","Juridique","2019-05-26","","Активен","3352","7,18","2019","73,08","90,67","Высокая","2024-10-01"
"343","Nom_343","Prenom_343","Manager","9","Juridique","2019-06-01","","Активен","3957","7,17","2019","74,83","86","Высокая","2024-10-01"
"314","Nom_314","Prenom_314","Developpeur","2","Finance","2019-05-31","","Активен","3935","7,17","2019","78,5","81,67","Высокая","2024-10-01"
"1485","Nom_1485","Prenom_1485","Developpeur","3","Informatique","2019-06-05","","Активен","3958","7,16","2019","79,17","73,33","Средняя","2024-10-01"
"575","Nom_575","Prenom_575","Analyste","1","Ressources Humaines","2019-06-03","","Активен","2844","7,16","2019","78,92","89,67","Высокая","2024-10-01"
"972","Nom_972","Prenom_972","RH","7","Service Client","2019-06-03","","Активен","4854","7,16","2019","74,67","69","Средняя","2024-10-01"
"359","Nom_359","Prenom_359","Manager","8","Opérations","2019-06-02","","Активен","2743","7,16","2019","76","89,33","Высокая","2024-10-01"
"458","Nom_458","Prenom_458","Developpeur","1","Ressources Humaines","2019-06-04","","Активен","3605","7,16","2019","73,25","81,33","Высокая","2024-10-01"
"418","Nom_418","Prenom_418","Developpeur","10","Direction Générale","2019-06-07","","Активен","2853","7,15","2019","72,92","80,67","Высокая","2024-10-01"
"626","Nom_626","Prenom_626","Developpeur","1","Ressources Humaines","2019-06-09","","Активен","1696","7,15","2019","66,67","69,33","Средняя","2024-10-01"
"1342","Nom_1342","Prenom_1342","Analyste","1","Ressources Humaines","2019-06-06","","Активен","1898","7,15","2019","67,42","64","Средняя","2024-10-01"
"87","Nom_87","Prenom_87","Manager","5","Marketing","2019-06-11","","Активен","4206","7,14","2019","75,67","81","Высокая","2024-10-01"
"369","Nom_369","Prenom_369","Analyste","8","Opérations","2019-06-10","","Активен","3637","7,14","2019","80,08","88,67","Высокая","2024-10-01"
"1012","Nom_1012","Prenom_1012","Developpeur","3","Informatique","2019-06-15","","Активен","2772","7,13","2019","74,67","64,67","Средняя","2024-10-01"
"52","Nom_52","Prenom_52","Developpeur","6","Ventes","2019-06-16","","Активен","2588","7,13","2019","70,33","71,67","Средняя","2024-10-01"
"798","Nom_798","Prenom_798","Developpeur","2","Finance","2019-06-16","","Активен","2859","7,13","2019","81,58","78,33","Средняя","2024-10-01"
"769","Nom_769","Prenom_769","RH","5","Marketing","2019-06-19","","Активен","4365","7,12","2019","75,42","73,33","Средняя","2024-10-01"
"1253","Nom_1253","Prenom_1253","Finance","5","Marketing","2019-06-21","","Активен","3276","7,11","2019","76,42","87,33","Высокая","2024-10-01"
"1224","Nom_1224","Prenom_1224","Manager","8","Opérations","2019-06-22","","Активен","4336","7,11","2019","75,08","82,67","Высокая","2024-10-01"
"805","Nom_805","Prenom_805","Analyste","1","Ressources Humaines","2019-06-22","","Активен","3828","7,11","2019","73,5","71,67","Средняя","2024-10-01"
"835","Nom_835","Prenom_835","Analyste","10","Direction Générale","2019-06-22","","Активен","1629","7,11","2019","70,58","60,33","Средняя","2024-10-01"
"923","Nom_923","Prenom_923","Analyste","1","Ressources Humaines","2019-06-26","","Активен","4279","7,1","2019","75,75","83,67","Высокая","2024-10-01"
"1479","Nom_1479","Prenom_1479","Manager","1","Ressources Humaines","2019-06-26","","Активен","4629","7,1","2019","70,08","75","Средняя","2024-10-01"
"430","Nom_430","Prenom_430","RH","4","Data & Analytics","2019-06-30","","Активен","3609","7,09","2019","68,33","58,67","Низкая","2024-10-01"
"1026","Nom_1026","Prenom_1026","Developpeur","1","Ressources Humaines","2019-07-03","","Активен","4845","7,08","2019","72","69","Средняя","2024-10-01"
"109","Nom_109","Prenom_109","Analyste","5","Marketing","2019-07-07","","Активен","2079","7,07","2019","76,08","68,67","Средняя","2024-10-01"
"38","Nom_38","Prenom_38","Analyste","6","Ventes","2019-07-09","","Активен","1038","7,06","2019","74,33","71","Средняя","2024-10-01"
"211","Nom_211","Prenom_211","Developpeur","3","Informatique","2019-07-09","","Активен","1914","7,06","2019","69,67","70,67","Средняя","2024-10-01"
"436","Nom_436","Prenom_436","Analyste","10","Direction Générale","2019-07-10","","Активен","3347","7,06","2019","75,25","68","Средняя","2024-10-01"
"820","Nom_820","Prenom_820","RH","2","Finance","2019-07-09","","Активен","4813","7,06","2019","70,33","62,67","Средняя","2024-10-01"
"681","Nom_681","Prenom_681","Finance","3","Informatique","2019-07-11","","Активен","4012","7,06","2019","79,25","62,67","Средняя","2024-10-01"
"1218","Nom_1218","Prenom_1218","Finance","2","Finance","2019-07-13","","Активен","2031","7,05","2019","66,25","70,33","Средняя","2024-10-01"
"1352","Nom_1352","Prenom_1352","RH","6","Ventes","2019-07-15","","Активен","2848","7,05","2019","79,83","71,33","Средняя","2024-10-01"
"282","Nom_282","Prenom_282","Finance","6","Ventes","2019-07-17","","Активен","4055","7,04","2019","80,42","76","Средняя","2024-10-01"
"273","Nom_273","Prenom_273","Analyste","4","Data & Analytics","2019-07-22","","Активен","4305","7,03","2019","80,42","72","Средняя","2024-10-01"
"88","Nom_88","Prenom_88","Analyste","5","Marketing","2019-07-21","","Активен","1531","7,03","2019","69,83","71,33","Средняя","2024-10-01"
"841","Nom_841","Prenom_841","RH","1","Ressources Humaines","2019-07-22","","Активен","4206","7,03","2019","80,75","72,33","Средняя","2024-10-01"
"165","Nom_165","Prenom_165","Developpeur","6","Ventes","2019-07-26","","Активен","1657","7,02","2019","81,33","79,67","Средняя","2024-10-01"
"1037","Nom_1037","Prenom_1037","Manager","1","Ressources Humaines","2019-07-24","","Активен","2266","7,02","2019","73,5","78","Средняя","2024-10-01"
"72","Nom_72","Prenom_72","Finance","6","Ventes","2019-07-25","","Активен","4564","7,02","2019","73,83","79","Средняя","2024-10-01"
"340","Nom_340","Prenom_340","Manager","1","Ressources Humaines","2019-07-27","","Активен","4931","7,01","2019","74,17","78,33","Средняя","2024-10-01"
"1086","Nom_1086","Prenom_1086","RH","9","Juridique","2019-08-02","","Активен","1992","7","2019","76,67","78,67","Средняя","2024-10-01"
"107","Nom_107","Prenom_107","Analyste","8","Opérations","2019-08-05","","Активен","1697","6,99","2019","75,58","72,33","Средняя","2024-10-01"
"1363","Nom_1363","Prenom_1363","Finance","9","Juridique","2019-08-04","","Активен","2671","6,99","2019","67,92","81","Высокая","2024-10-01"
"788","Nom_788","Prenom_788","Analyste","6","Ventes","2019-08-05","","Активен","986","6,99","2019","73,08","78,33","Средняя","2024-10-01"
"593","Nom_593","Prenom_593","Manager","1","Ressources Humaines","2019-08-06","","Активен","4859","6,99","2019","66","58,33","Низкая","2024-10-01"
"699","Nom_699","Prenom_699","Analyste","8","Opérations","2019-08-05","","Активен","1675","6,99","2019","81,5","87","Высокая","2024-10-01"
"1397","Nom_1397","Prenom_1397","Manager","10","Direction Générale","2019-08-06","","Активен","1987","6,99","2019","70,25","80,33","Высокая","2024-10-01"
"255","Nom_255","Prenom_255","Finance","9","Juridique","2019-08-08","","Активен","4026","6,98","2019","74,67","76","Средняя","2024-10-01"
"921","Nom_921","Prenom_921","Developpeur","8","Opérations","2019-08-12","","Активен","4609","6,97","2019","71","58","Низкая","2024-10-01"
"398","Nom_398","Prenom_398","Finance","2","Finance","2019-08-14","","Активен","2052","6,97","2019","70,83","71,33","Средняя","2024-10-01"
"1233","Nom_1233","Prenom_1233","Analyste","2","Finance","2019-08-13","","Активен","3896","6,97","2019","73,67","73,33","Средняя","2024-10-01"
"1156","Nom_1156","Prenom_1156","RH","1","Ressources Humaines","2019-08-16","","Активен","1221","6,96","2019","75,75","97,33","Высокая","2024-10-01"
"1200","Nom_1200","Prenom_1200","Analyste","6","Ventes","2019-08-17","","Активен","1139","6,96","2019","81,25","76,67","Средняя","2024-10-01"
"1362","Nom_1362","Prenom_1362","Analyste","4","Data & Analytics","2019-08-16","","Активен","3777","6,96","2019","78,08","79","Средняя","2024-10-01"
"1074","Nom_1074","Prenom_1074","Analyste","1","Ressources Humaines","2019-08-21","","Активен","2573","6,95","2019","81,17","78,67","Средняя","2024-10-01"
"181","Nom_181","Prenom_181","RH","8","Opérations","2019-08-19","","Активен","3734","6,95","2019","70,75","70,33","Средняя","2024-10-01"
"391","Nom_391","Prenom_391","Finance","7","Service Client","2019-08-18","","Активен","986","6,95","2019","68,75","79","Средняя","2024-10-01"
"1152","Nom_1152","Prenom_1152","Finance","1","Ressources Humaines","2019-08-21","","Активен","3106","6,95","2019","82","79,67","Средняя","2024-10-01"
"132","Nom_132","Prenom_132","Developpeur","2","Finance","2019-08-19","","Активен","3772","6,95","2019","75,08","80","Высокая","2024-10-01"
"981","Nom_981","Prenom_981","Developpeur","10","Direction Générale","2019-08-24","","Активен","3578","6,94","2019","74,75","70,67","Средняя","2024-10-01"
"754","Nom_754","Prenom_754","Developpeur","5","Marketing","2019-08-23","","Активен","1640","6,94","2019","75,25","86,33","Высокая","2024-10-01"
"1272","Nom_1272","Prenom_1272","Manager","8","Opérations","2019-08-24","","Активен","2551","6,94","2019","76,83","92","Высокая","2024-10-01"
"58","Nom_58","Prenom_58","RH","9","Juridique","2019-08-30","","Активен","3479","6,92","2019","71,33","64,33","Средняя","2024-10-01"
"1197","Nom_1197","Prenom_1197","Developpeur","4","Data & Analytics","2019-08-31","","Активен","1703","6,92","2019","82,17","79","Средняя","2024-10-01"
"1456","Nom_1456","Prenom_1456","RH","3","Informatique","2019-09-01","","Активен","4792","6,92","2019","78,25","77,33","Средняя","2024-10-01"
"270","Nom_270","Prenom_270","RH","5","Marketing","2019-09-04","","Активен","4625","6,91","2019","72,83","79,33","Средняя","2024-10-01"
"573","Nom_573","Prenom_573","Manager","4","Data & Analytics","2019-09-04","","Активен","1427","6,91","2019","79","87","Высокая","2024-10-01"
"464","Nom_464","Prenom_464","Analyste","1","Ressources Humaines","2019-09-03","","Активен","1297","6,91","2019","67,25","68,33","Средняя","2024-10-01"
"973","Nom_973","Prenom_973","Manager","1","Ressources Humaines","2019-09-07","","Активен","1735","6,9","2019","73,42","66","Средняя","2024-10-01"
"1011","Nom_1011","Prenom_1011","RH","5","Marketing","2019-09-06","","Активен","2958","6,9","2019","70,5","62","Средняя","2024-10-01"
"329","Nom_329","Prenom_329","Developpeur","1","Ressources Humaines","2019-09-11","","Активен","2742","6,89","2019","71,83","85,33","Высокая","2024-10-01"
"26","Nom_26","Prenom_26","Manager","1","Ressources Humaines","2019-09-10","","Активен","4160","6,89","2019","71","72,67","Средняя","2024-10-01"
"437","Nom_437","Prenom_437","RH","2","Finance","2019-09-10","","Активен","3564","6,89","2019","70,67","66","Средняя","2024-10-01"
"353","Nom_353","Prenom_353","Analyste","7","Service Client","2019-09-11","","Активен","4173","6,89","2019","70,25","65,33","Средняя","2024-10-01"
"905","Nom_905","Prenom_905","Analyste","1","Ressources Humaines","2019-09-13","","Активен","1644","6,88","2019","78,33","85","Высокая","2024-10-01"
"1246","Nom_1246","Prenom_1246","Developpeur","6","Ventes","2019-09-16","","Активен","2831","6,87","2019","76,92","70","Средняя","2024-10-01"
"1251","Nom_1251","Prenom_1251","Manager","3","Informatique","2019-09-18","","Активен","4303","6,87","2019","79,58","84","Высокая","2024-10-01"
"717","Nom_717","Prenom_717","Developpeur","6","Ventes","2019-09-22","","Активен","3341","6,86","2019","78,25","89","Высокая","2024-10-01"
